id,crop_id,market_id,date,min_price,max_price,modal_price,arrival_qty,source,created_at
p36c6b6ed-a203-4000-8000-b8217cfa-387,c0000001-0021-4000-8000-000000000021,m0000001-0012-4000-8000-000000000012,2024-04-19,26.89,37.93,32.41,2662,AGMARKNET,2024-04-19 00:00:00
pf3d8798d-2e74-4000-8000-a13f4f47-379,c0000001-0021-4000-8000-000000000021,m0000001-0024-4000-8000-000000000024,2024-04-19,29.77,38.55,34.16,3452,AGMARKNET,2024-04-19 00:00:00
pe65109ab-acd4-4000-8000-4b84de5d-23e,c0000001-0026-4000-8000-000000000026,m0000001-0007-4000-8000-000000000007,2024-04-19,20.08,28.5,24.29,1211,AGMARKNET,2024-04-19 00:00:00
p3e2dfe66-ff01-4000-8000-d3a9a65e-7d4,c0000001-0027-4000-8000-000000000027,m0000001-0016-4000-8000-000000000016,2024-04-19,43.79,53.63,48.71,2175,AGMARKNET,2024-04-19 00:00:00
p4529c895-0378-4000-8000-d2567894-d10,c0000001-0027-4000-8000-000000000027,m0000001-0021-4000-8000-000000000021,2024-04-19,24.24,35.94,30.09,2029,AGMARKNET,2024-04-19 00:00:00
p8128575a-7b79-4000-8000-3a2a96a6-250,c0000001-0028-4000-8000-000000000028,m0000001-0023-4000-8000-000000000023,2024-04-19,40.47,55.93,48.2,1504,AGMARKNET,2024-04-19 00:00:00
p080e09de-58db-4000-8000-a50fbcf8-baa,c0000001-0029-4000-8000-000000000029,m0000001-0026-4000-8000-000000000026,2024-04-19,46.78,67.92,57.35,4756,AGMARKNET,2024-04-19 00:00:00
p04b665c1-6f55-4000-8000-df1174b5-d8d,c0000001-0031-4000-8000-000000000031,m0000001-0017-4000-8000-000000000017,2024-04-19,61.82,78.6,70.21,564,AGMARKNET,2024-04-19 00:00:00
p065db147-b320-4000-8000-56b3ee9f-0a7,c0000001-0031-4000-8000-000000000031,m0000001-0025-4000-8000-000000000025,2024-04-19,36.31,49.55,42.93,3201,AGMARKNET,2024-04-19 00:00:00
p764b0eff-a8af-4000-8000-5dc37044-3f9,c0000001-0002-4000-8000-000000000002,m0000001-0004-4000-8000-000000000004,2024-04-20,41.82,57.48,49.65,4917,AGMARKNET,2024-04-20 00:00:00
pc9c75539-9fbf-4000-8000-3da116fe-d95,c0000001-0002-4000-8000-000000000002,m0000001-0013-4000-8000-000000000013,2024-04-20,40.14,52.74,46.44,4886,AGMARKNET,2024-04-20 00:00:00
p64eca992-e722-4000-8000-55567941-010,c0000001-0003-4000-8000-000000000003,m0000001-0017-4000-8000-000000000017,2024-04-20,15.71,20.81,18.26,3611,AGMARKNET,2024-04-20 00:00:00
p729dbeb9-9301-4000-8000-1642aa1d-f4b,c0000001-0008-4000-8000-000000000008,m0000001-0027-4000-8000-000000000027,2024-04-20,36.57,50.69,43.63,2306,AGMARKNET,2024-04-20 00:00:00
pc7eaa71d-ddbe-4000-8000-fa0233e1-69d,c0000001-0017-4000-8000-000000000017,m0000001-0018-4000-8000-000000000018,2024-04-20,121.44,178.5,149.97,1831,AGMARKNET,2024-04-20 00:00:00
p6caef139-7f3c-4000-8000-be2f5495-aab,c0000001-0021-4000-8000-000000000021,m0000001-0022-4000-8000-000000000022,2024-04-20,49.17,68.05,58.61,3511,AGMARKNET,2024-04-20 00:00:00
p2bea0c68-b1c0-4000-8000-a1bf5bb1-fa4,c0000001-0023-4000-8000-000000000023,m0000001-0011-4000-8000-000000000011,2024-04-20,44.13,58.07,51.1,1947,AGMARKNET,2024-04-20 00:00:00
p53ee045d-6a5a-4000-8000-47a3da97-f53,c0000001-0026-4000-8000-000000000026,m0000001-0021-4000-8000-000000000021,2024-04-20,18.13,23.51,20.82,4555,AGMARKNET,2024-04-20 00:00:00
p8737b43b-9de3-4000-8000-03fc199a-b66,c0000001-0028-4000-8000-000000000028,m0000001-0005-4000-8000-000000000005,2024-04-20,38.62,50.1,44.36,3548,AGMARKNET,2024-04-20 00:00:00
pbd66d838-8bee-4000-8000-f2c736b8-ebe,c0000001-0028-4000-8000-000000000028,m0000001-0017-4000-8000-000000000017,2024-04-20,29.16,40.84,35.0,2031,AGMARKNET,2024-04-20 00:00:00
p941eb747-afaf-4000-8000-c4af832a-ee8,c0000001-0029-4000-8000-000000000029,m0000001-0025-4000-8000-000000000025,2024-04-20,56.57,81.11,68.84,4952,AGMARKNET,2024-04-20 00:00:00
pfae264e1-6b4b-4000-8000-6aad6e46-3f9,c0000001-0015-4000-8000-000000000015,m0000001-0028-4000-8000-000000000028,2024-04-20,53.75,71.09,62.42,2844,AGMARKNET,2024-04-20 00:00:00
pbfe625c6-715b-4000-8000-653d3ebd-f5b,c0000001-0003-4000-8000-000000000003,m0000001-0015-4000-8000-000000000015,2024-04-21,32.67,47.71,40.19,3948,AGMARKNET,2024-04-21 00:00:00
p01235270-7308-4000-8000-33dce430-ff5,c0000001-0006-4000-8000-000000000006,m0000001-0030-4000-8000-000000000030,2024-04-21,61.11,87.69,74.4,4995,AGMARKNET,2024-04-21 00:00:00
p935cbc77-4a67-4000-8000-ec3ecd08-978,c0000001-0008-4000-8000-000000000008,m0000001-0009-4000-8000-000000000009,2024-04-21,92.33,132.61,112.47,2518,AGMARKNET,2024-04-21 00:00:00
pbb987943-97f0-4000-8000-e77169d8-65f,c0000001-0008-4000-8000-000000000008,m0000001-0011-4000-8000-000000000011,2024-04-21,39.23,55.51,47.37,2950,AGMARKNET,2024-04-21 00:00:00
p88192697-1f52-4000-8000-70f18dfe-d61,c0000001-0010-4000-8000-000000000010,m0000001-0006-4000-8000-000000000006,2024-04-21,50.95,65.49,58.22,2755,AGMARKNET,2024-04-21 00:00:00
pda35dd58-22ac-4000-8000-ebe1993b-87f,c0000001-0017-4000-8000-000000000017,m0000001-0022-4000-8000-000000000022,2024-04-21,67.85,101.41,84.63,1504,AGMARKNET,2024-04-21 00:00:00
p17ad04d0-02af-4000-8000-b6c14aaa-0ad,c0000001-0020-4000-8000-000000000020,m0000001-0010-4000-8000-000000000010,2024-04-21,76.51,103.87,90.19,2663,AGMARKNET,2024-04-21 00:00:00
p58a912a9-60f4-4000-8000-5cb4e760-1f7,c0000001-0021-4000-8000-000000000021,m0000001-0005-4000-8000-000000000005,2024-04-21,58.72,75.54,67.13,4819,AGMARKNET,2024-04-21 00:00:00
pa3c3446a-d6e0-4000-8000-a9a72c9e-5c3,c0000001-0021-4000-8000-000000000021,m0000001-0015-4000-8000-000000000015,2024-04-21,28.46,38.62,33.54,2775,AGMARKNET,2024-04-21 00:00:00
p3009202f-f355-4000-8000-cd348e59-37b,c0000001-0021-4000-8000-000000000021,m0000001-0020-4000-8000-000000000020,2024-04-21,33.0,46.16,39.58,4011,AGMARKNET,2024-04-21 00:00:00
pab9f1967-dc36-4000-8000-4051ed58-b3d,c0000001-0023-4000-8000-000000000023,m0000001-0013-4000-8000-000000000013,2024-04-21,57.02,73.94,65.48,2452,AGMARKNET,2024-04-21 00:00:00
p92e2131f-ec2d-4000-8000-c75cd29f-6ae,c0000001-0023-4000-8000-000000000023,m0000001-0016-4000-8000-000000000016,2024-04-21,41.8,58.22,50.01,3596,AGMARKNET,2024-04-21 00:00:00
p55549dfd-952a-4000-8000-bcce3d32-036,c0000001-0023-4000-8000-000000000023,m0000001-0019-4000-8000-000000000019,2024-04-21,48.17,71.63,59.9,322,AGMARKNET,2024-04-21 00:00:00
pd278d986-1309-4000-8000-035a1141-c51,c0000001-0026-4000-8000-000000000026,m0000001-0028-4000-8000-000000000028,2024-04-21,16.68,23.66,20.17,1919,AGMARKNET,2024-04-21 00:00:00
p09b71b1a-59c2-4000-8000-1b2cc690-067,c0000001-0028-4000-8000-000000000028,m0000001-0009-4000-8000-000000000009,2024-04-21,45.42,56.54,50.98,3797,AGMARKNET,2024-04-21 00:00:00
pa51f5b96-82f3-4000-8000-00c38771-8d0,c0000001-0031-4000-8000-000000000031,m0000001-0008-4000-8000-000000000008,2024-04-21,39.78,56.86,48.32,1935,AGMARKNET,2024-04-21 00:00:00
p6838f880-5a23-4000-8000-f5805bf2-714,c0000001-0034-4000-8000-000000000034,m0000001-0023-4000-8000-000000000023,2024-04-21,38.39,57.01,47.7,1552,AGMARKNET,2024-04-21 00:00:00
pb048c8cb-25d2-4000-8000-b0845032-5f2,c0000001-0002-4000-8000-000000000002,m0000001-0024-4000-8000-000000000024,2024-04-22,55.96,75.42,65.69,3777,AGMARKNET,2024-04-22 00:00:00
pf233cda2-12bf-4000-8000-24228af3-658,c0000001-0006-4000-8000-000000000006,m0000001-0003-4000-8000-000000000003,2024-04-22,63.93,95.35,79.64,4155,AGMARKNET,2024-04-22 00:00:00
p901e98f5-9380-4000-8000-1a72bcae-ffe,c0000001-0007-4000-8000-000000000007,m0000001-0005-4000-8000-000000000005,2024-04-22,45.71,57.79,51.75,1028,AGMARKNET,2024-04-22 00:00:00
peadfd17a-2932-4000-8000-bfd2f6d6-a81,c0000001-0007-4000-8000-000000000007,m0000001-0028-4000-8000-000000000028,2024-04-22,26.02,37.9,31.96,3933,AGMARKNET,2024-04-22 00:00:00
p0310bf18-9e56-4000-8000-0602a748-302,c0000001-0009-4000-8000-000000000009,m0000001-0020-4000-8000-000000000020,2024-04-22,37.78,55.64,46.71,4065,AGMARKNET,2024-04-22 00:00:00
p82838040-0d71-4000-8000-0d339674-0ac,c0000001-0016-4000-8000-000000000016,m0000001-0028-4000-8000-000000000028,2024-04-22,65.96,98.12,82.04,1842,AGMARKNET,2024-04-22 00:00:00
pa7faa9db-a1cb-4000-8000-7541e1f3-d1e,c0000001-0021-4000-8000-000000000021,m0000001-0008-4000-8000-000000000008,2024-04-22,45.03,64.09,54.56,1286,AGMARKNET,2024-04-22 00:00:00
pcd881299-1b0f-4000-8000-c6d48380-a34,c0000001-0022-4000-8000-000000000022,m0000001-0027-4000-8000-000000000027,2024-04-22,37.5,53.68,45.59,920,AGMARKNET,2024-04-22 00:00:00
pc1e4882d-caf4-4000-8000-da7f8a37-89c,c0000001-0027-4000-8000-000000000027,m0000001-0023-4000-8000-000000000023,2024-04-22,38.87,48.51,43.69,452,AGMARKNET,2024-04-22 00:00:00
p5f807582-8562-4000-8000-fd59d997-01c,c0000001-0028-4000-8000-000000000028,m0000001-0009-4000-8000-000000000009,2024-04-22,24.08,36.06,30.07,2621,AGMARKNET,2024-04-22 00:00:00
p39129e2e-fc99-4000-8000-dbd9425c-994,c0000001-0032-4000-8000-000000000032,m0000001-0008-4000-8000-000000000008,2024-04-22,99.2,143.66,121.43,4610,AGMARKNET,2024-04-22 00:00:00
pe487c5c9-0fe6-4000-8000-3ad23138-580,c0000001-0015-4000-8000-000000000015,m0000001-0015-4000-8000-000000000015,2024-04-22,96.43,126.29,111.36,3881,AGMARKNET,2024-04-22 00:00:00
pdc8f9cec-8850-4000-8000-cbcd6232-1a8,c0000001-0031-4000-8000-000000000031,m0000001-0006-4000-8000-000000000006,2024-04-22,84.98,114.58,99.78,1805,AGMARKNET,2024-04-22 00:00:00
p08547479-6e13-4000-8000-08e64056-9ed,c0000001-0031-4000-8000-000000000031,m0000001-0020-4000-8000-000000000020,2024-04-22,39.57,53.09,46.33,1003,AGMARKNET,2024-04-22 00:00:00
p205a7fc0-1d9a-4000-8000-2f516ad4-711,c0000001-0001-4000-8000-000000000001,m0000001-0001-4000-8000-000000000001,2024-04-23,36.26,52.76,44.51,1179,AGMARKNET,2024-04-23 00:00:00
pf91e8d0c-c9c5-4000-8000-6cb446f5-77b,c0000001-0001-4000-8000-000000000001,m0000001-0023-4000-8000-000000000023,2024-04-23,53.31,68.89,61.1,3315,AGMARKNET,2024-04-23 00:00:00
p1a362ae1-d27b-4000-8000-2c33b686-fc2,c0000001-0002-4000-8000-000000000002,m0000001-0020-4000-8000-000000000020,2024-04-23,81.4,103.56,92.48,3562,AGMARKNET,2024-04-23 00:00:00
p604570ca-d7f3-4000-8000-10917503-f2e,c0000001-0006-4000-8000-000000000006,m0000001-0016-4000-8000-000000000016,2024-04-23,45.82,64.12,54.97,2469,AGMARKNET,2024-04-23 00:00:00
p72219a0f-eb4e-4000-8000-3235aa29-790,c0000001-0006-4000-8000-000000000006,m0000001-0027-4000-8000-000000000027,2024-04-23,77.01,94.43,85.72,3750,AGMARKNET,2024-04-23 00:00:00
p328891b2-1554-4000-8000-4e2f484a-a59,c0000001-0008-4000-8000-000000000008,m0000001-0003-4000-8000-000000000003,2024-04-23,36.56,53.32,44.94,4058,AGMARKNET,2024-04-23 00:00:00
p11e9f631-a427-4000-8000-6dd7f539-ed2,c0000001-0009-4000-8000-000000000009,m0000001-0017-4000-8000-000000000017,2024-04-23,34.91,43.59,39.25,492,AGMARKNET,2024-04-23 00:00:00
p69db0111-8a1e-4000-8000-d5f89471-d0c,c0000001-0009-4000-8000-000000000009,m0000001-0020-4000-8000-000000000020,2024-04-23,21.2,27.56,24.38,1315,AGMARKNET,2024-04-23 00:00:00
p2dff18db-5437-4000-8000-1869243e-a4c,c0000001-0016-4000-8000-000000000016,m0000001-0006-4000-8000-000000000006,2024-04-23,88.16,113.76,100.96,1427,AGMARKNET,2024-04-23 00:00:00
pe848ea63-4387-4000-8000-dc52a1da-ea4,c0000001-0016-4000-8000-000000000016,m0000001-0027-4000-8000-000000000027,2024-04-23,80.4,107.42,93.91,2089,AGMARKNET,2024-04-23 00:00:00
p7d92b5aa-1d9f-4000-8000-8a3fb8b8-3f1,c0000001-0022-4000-8000-000000000022,m0000001-0010-4000-8000-000000000010,2024-04-23,39.16,57.72,48.44,809,AGMARKNET,2024-04-23 00:00:00
p94c06dcd-d624-4000-8000-c30ccfab-e83,c0000001-0023-4000-8000-000000000023,m0000001-0009-4000-8000-000000000009,2024-04-23,30.16,38.94,34.55,2275,AGMARKNET,2024-04-23 00:00:00
p632b067a-1103-4000-8000-c367aa0a-6af,c0000001-0026-4000-8000-000000000026,m0000001-0008-4000-8000-000000000008,2024-04-23,19.73,25.01,22.37,4123,AGMARKNET,2024-04-23 00:00:00
p3bb420c6-50be-4000-8000-d351d74c-2ff,c0000001-0026-4000-8000-000000000026,m0000001-0028-4000-8000-000000000028,2024-04-23,47.21,63.59,55.4,4689,AGMARKNET,2024-04-23 00:00:00
p4fed3a34-0642-4000-8000-e5103e77-61f,c0000001-0029-4000-8000-000000000029,m0000001-0026-4000-8000-000000000026,2024-04-23,55.54,71.66,63.6,1680,AGMARKNET,2024-04-23 00:00:00
p89a4d795-80ba-4000-8000-c21ec1e4-4b4,c0000001-0005-4000-8000-000000000005,m0000001-0020-4000-8000-000000000020,2024-04-23,54.79,68.69,61.74,1464,AGMARKNET,2024-04-23 00:00:00
pe6dd4bca-76fd-4000-8000-bee6c8ee-2c6,c0000001-0015-4000-8000-000000000015,m0000001-0015-4000-8000-000000000015,2024-04-23,82.64,115.8,99.22,3358,AGMARKNET,2024-04-23 00:00:00
pec545add-7047-4000-8000-72595a88-3e9,c0000001-0031-4000-8000-000000000031,m0000001-0005-4000-8000-000000000005,2024-04-23,39.58,56.62,48.1,4633,AGMARKNET,2024-04-23 00:00:00
p49f7fe9a-ec91-4000-8000-7a421008-c4f,c0000001-0001-4000-8000-000000000001,m0000001-0030-4000-8000-000000000030,2024-04-24,21.93,31.25,26.59,3626,AGMARKNET,2024-04-24 00:00:00
p995e5e8d-39cc-4000-8000-0c8f8979-79a,c0000001-0003-4000-8000-000000000003,m0000001-0025-4000-8000-000000000025,2024-04-24,31.75,43.01,37.38,3884,AGMARKNET,2024-04-24 00:00:00
p0c36c885-04e3-4000-8000-3cf11caf-4d8,c0000001-0006-4000-8000-000000000006,m0000001-0011-4000-8000-000000000011,2024-04-24,75.53,98.33,86.93,3586,AGMARKNET,2024-04-24 00:00:00
pcc5574c8-816c-4000-8000-ab7fd36d-d08,c0000001-0016-4000-8000-000000000016,m0000001-0008-4000-8000-000000000008,2024-04-24,74.84,108.34,91.59,4574,AGMARKNET,2024-04-24 00:00:00
p0ad45ed1-0a93-4000-8000-659f6c1c-a7c,c0000001-0017-4000-8000-000000000017,m0000001-0014-4000-8000-000000000014,2024-04-24,73.79,90.75,82.27,272,AGMARKNET,2024-04-24 00:00:00
pd8b305d0-2fa0-4000-8000-f7fe754f-3f5,c0000001-0020-4000-8000-000000000020,m0000001-0004-4000-8000-000000000004,2024-04-24,69.41,95.09,82.25,2104,AGMARKNET,2024-04-24 00:00:00
p5166641e-eea2-4000-8000-e7bcc924-3d9,c0000001-0021-4000-8000-000000000021,m0000001-0013-4000-8000-000000000013,2024-04-24,24.15,35.21,29.68,3492,AGMARKNET,2024-04-24 00:00:00
pac1a01a5-fe20-4000-8000-b630ce90-9d7,c0000001-0028-4000-8000-000000000028,m0000001-0015-4000-8000-000000000015,2024-04-24,38.73,47.95,43.34,3061,AGMARKNET,2024-04-24 00:00:00
p45ec5d35-4d1c-4000-8000-cf87ce1c-048,c0000001-0034-4000-8000-000000000034,m0000001-0002-4000-8000-000000000002,2024-04-24,37.75,53.15,45.45,1702,AGMARKNET,2024-04-24 00:00:00
p0004a68c-7eaa-4000-8000-9c21c5cc-917,c0000001-0034-4000-8000-000000000034,m0000001-0014-4000-8000-000000000014,2024-04-24,41.38,55.92,48.65,4382,AGMARKNET,2024-04-24 00:00:00
p9038c84e-74f2-4000-8000-54461be9-495,c0000001-0002-4000-8000-000000000002,m0000001-0013-4000-8000-000000000013,2024-04-25,38.18,49.96,44.07,4256,AGMARKNET,2024-04-25 00:00:00
p21723c17-2b11-4000-8000-0ed9474f-20a,c0000001-0002-4000-8000-000000000002,m0000001-0018-4000-8000-000000000018,2024-04-25,63.11,85.97,74.54,718,AGMARKNET,2024-04-25 00:00:00
p51272b51-c2a6-4000-8000-3f756db3-92f,c0000001-0003-4000-8000-000000000003,m0000001-0011-4000-8000-000000000011,2024-04-25,42.44,55.06,48.75,1747,AGMARKNET,2024-04-25 00:00:00
pb1638ee6-253c-4000-8000-fbf50bc2-bec,c0000001-0006-4000-8000-000000000006,m0000001-0020-4000-8000-000000000020,2024-04-25,52.66,67.66,60.16,2574,AGMARKNET,2024-04-25 00:00:00
p93650b3a-3b22-4000-8000-374dc448-d8b,c0000001-0007-4000-8000-000000000007,m0000001-0024-4000-8000-000000000024,2024-04-25,21.5,30.74,26.12,1889,AGMARKNET,2024-04-25 00:00:00
p46acdbd7-adcb-4000-8000-eb609ff0-7ba,c0000001-0007-4000-8000-000000000007,m0000001-0027-4000-8000-000000000027,2024-04-25,39.37,49.41,44.39,3346,AGMARKNET,2024-04-25 00:00:00
pd33b65c7-e5ba-4000-8000-1f897e88-f9c,c0000001-0009-4000-8000-000000000009,m0000001-0013-4000-8000-000000000013,2024-04-25,40.31,54.55,47.43,4125,AGMARKNET,2024-04-25 00:00:00
p0bf54a53-933c-4000-8000-b1aafd29-88a,c0000001-0016-4000-8000-000000000016,m0000001-0011-4000-8000-000000000011,2024-04-25,92.02,132.56,112.29,3189,AGMARKNET,2024-04-25 00:00:00
pf47a36e7-cdf7-4000-8000-87406a72-c0b,c0000001-0020-4000-8000-000000000020,m0000001-0002-4000-8000-000000000002,2024-04-25,79.62,116.88,98.25,2897,AGMARKNET,2024-04-25 00:00:00
p1e1d460e-c75b-4000-8000-6b2dd7df-546,c0000001-0020-4000-8000-000000000020,m0000001-0023-4000-8000-000000000023,2024-04-25,41.4,57.16,49.28,3066,AGMARKNET,2024-04-25 00:00:00
p1a76fcab-66cd-4000-8000-d81a664f-3db,c0000001-0021-4000-8000-000000000021,m0000001-0024-4000-8000-000000000024,2024-04-25,38.58,55.42,47.0,4590,AGMARKNET,2024-04-25 00:00:00
p36e1d88d-e7e9-4000-8000-e8808baa-3b8,c0000001-0022-4000-8000-000000000022,m0000001-0008-4000-8000-000000000008,2024-04-25,51.63,66.63,59.13,690,AGMARKNET,2024-04-25 00:00:00
p8820417f-f335-4000-8000-9471607c-a86,c0000001-0028-4000-8000-000000000028,m0000001-0002-4000-8000-000000000002,2024-04-25,29.69,39.03,34.36,4393,AGMARKNET,2024-04-25 00:00:00
pb0b5e924-de01-4000-8000-d0d3ebac-43e,c0000001-0028-4000-8000-000000000028,m0000001-0027-4000-8000-000000000027,2024-04-25,51.2,74.32,62.76,1642,AGMARKNET,2024-04-25 00:00:00
pf2f80d12-6ebf-4000-8000-aa368c61-f25,c0000001-0030-4000-8000-000000000030,m0000001-0015-4000-8000-000000000015,2024-04-25,47.84,62.58,55.21,2859,AGMARKNET,2024-04-25 00:00:00
pad6a8ef5-ede0-4000-8000-1cd24428-38d,c0000001-0015-4000-8000-000000000015,m0000001-0021-4000-8000-000000000021,2024-04-25,94.21,128.57,111.39,3115,AGMARKNET,2024-04-25 00:00:00
p2e53f6fd-c352-4000-8000-c5b92c62-2c2,c0000001-0001-4000-8000-000000000001,m0000001-0011-4000-8000-000000000011,2024-04-26,23.78,32.2,27.99,942,AGMARKNET,2024-04-26 00:00:00
p5390d32a-21e8-4000-8000-bf6c9256-5ec,c0000001-0002-4000-8000-000000000002,m0000001-0011-4000-8000-000000000011,2024-04-26,60.2,78.86,69.53,526,AGMARKNET,2024-04-26 00:00:00
p0db6f515-f43c-4000-8000-e17e0719-fb5,c0000001-0002-4000-8000-000000000002,m0000001-0013-4000-8000-000000000013,2024-04-26,30.46,37.54,34.0,549,AGMARKNET,2024-04-26 00:00:00
p024550ee-76c4-4000-8000-97acd605-315,c0000001-0006-4000-8000-000000000006,m0000001-0003-4000-8000-000000000003,2024-04-26,27.75,41.09,34.42,1853,AGMARKNET,2024-04-26 00:00:00
pe677480a-f1c0-4000-8000-a3e5ae22-91b,c0000001-0006-4000-8000-000000000006,m0000001-0009-4000-8000-000000000009,2024-04-26,60.19,75.01,67.6,4451,AGMARKNET,2024-04-26 00:00:00
p2ae2328a-dc84-4000-8000-06ebb6d8-017,c0000001-0006-4000-8000-000000000006,m0000001-0010-4000-8000-000000000010,2024-04-26,75.0,92.76,83.88,1234,AGMARKNET,2024-04-26 00:00:00
p703ba306-3a40-4000-8000-07403433-f82,c0000001-0008-4000-8000-000000000008,m0000001-0012-4000-8000-000000000012,2024-04-26,35.2,51.74,43.47,3409,AGMARKNET,2024-04-26 00:00:00
p97355de6-5302-4000-8000-524582d9-d61,c0000001-0010-4000-8000-000000000010,m0000001-0011-4000-8000-000000000011,2024-04-26,27.7,40.98,34.34,2751,AGMARKNET,2024-04-26 00:00:00
p9144fd30-3ada-4000-8000-c99e7ca5-bda,c0000001-0016-4000-8000-000000000016,m0000001-0020-4000-8000-000000000020,2024-04-26,102.38,131.32,116.85,873,AGMARKNET,2024-04-26 00:00:00
p341dfed7-d2fe-4000-8000-126ba593-de9,c0000001-0020-4000-8000-000000000020,m0000001-0017-4000-8000-000000000017,2024-04-26,51.8,75.4,63.6,293,AGMARKNET,2024-04-26 00:00:00
p21268411-3ca1-4000-8000-fd8a9677-c80,c0000001-0020-4000-8000-000000000020,m0000001-0018-4000-8000-000000000018,2024-04-26,46.9,62.72,54.81,1652,AGMARKNET,2024-04-26 00:00:00
p1b7c3616-7e0f-4000-8000-e9f2d6ad-3f0,c0000001-0020-4000-8000-000000000020,m0000001-0024-4000-8000-000000000024,2024-04-26,50.25,63.79,57.02,2214,AGMARKNET,2024-04-26 00:00:00
pac43d1a7-4de2-4000-8000-b7bff623-021,c0000001-0020-4000-8000-000000000020,m0000001-0028-4000-8000-000000000028,2024-04-26,77.63,101.83,89.73,373,AGMARKNET,2024-04-26 00:00:00
p6748af8d-4beb-4000-8000-4c2f5d49-c82,c0000001-0022-4000-8000-000000000022,m0000001-0022-4000-8000-000000000022,2024-04-26,29.45,37.13,33.29,3391,AGMARKNET,2024-04-26 00:00:00
p9c845fc7-9d44-4000-8000-473fffe1-2e7,c0000001-0022-4000-8000-000000000022,m0000001-0022-4000-8000-000000000022,2024-04-26,30.64,42.58,36.61,4662,AGMARKNET,2024-04-26 00:00:00
pd151c48d-93e7-4000-8000-903ca525-cb1,c0000001-0023-4000-8000-000000000023,m0000001-0003-4000-8000-000000000003,2024-04-26,34.82,44.56,39.69,614,AGMARKNET,2024-04-26 00:00:00
p7cdcf0cc-64a0-4000-8000-44ba76d1-d62,c0000001-0023-4000-8000-000000000023,m0000001-0013-4000-8000-000000000013,2024-04-26,35.6,44.38,39.99,1123,AGMARKNET,2024-04-26 00:00:00
pa16ceb4d-7062-4000-8000-9a3377f0-692,c0000001-0027-4000-8000-000000000027,m0000001-0003-4000-8000-000000000003,2024-04-26,23.95,32.03,27.99,213,AGMARKNET,2024-04-26 00:00:00
p02612d59-2c96-4000-8000-fc9eb8e1-a99,c0000001-0029-4000-8000-000000000029,m0000001-0002-4000-8000-000000000002,2024-04-26,54.46,71.7,63.08,2009,AGMARKNET,2024-04-26 00:00:00
p19a13ab3-b5e6-4000-8000-01c2c047-be6,c0000001-0015-4000-8000-000000000015,m0000001-0001-4000-8000-000000000001,2024-04-26,102.35,141.37,121.86,3070,AGMARKNET,2024-04-26 00:00:00
p58f6771d-b715-4000-8000-2aac34c1-561,c0000001-0010-4000-8000-000000000010,m0000001-0022-4000-8000-000000000022,2024-04-27,65.7,88.18,76.94,1205,AGMARKNET,2024-04-27 00:00:00
p6b7b2586-79bb-4000-8000-90f37e8f-f7a,c0000001-0010-4000-8000-000000000010,m0000001-0028-4000-8000-000000000028,2024-04-27,55.16,73.92,64.54,1902,AGMARKNET,2024-04-27 00:00:00
pe7d944c9-daef-4000-8000-005f7b65-a72,c0000001-0016-4000-8000-000000000016,m0000001-0017-4000-8000-000000000017,2024-04-27,98.57,127.47,113.02,3921,AGMARKNET,2024-04-27 00:00:00
pbda140b9-8918-4000-8000-c1c41965-106,c0000001-0021-4000-8000-000000000021,m0000001-0018-4000-8000-000000000018,2024-04-27,39.33,56.87,48.1,322,AGMARKNET,2024-04-27 00:00:00
pd88574f3-5b59-4000-8000-9001d4c0-f12,c0000001-0023-4000-8000-000000000023,m0000001-0009-4000-8000-000000000009,2024-04-27,42.51,53.09,47.8,3681,AGMARKNET,2024-04-27 00:00:00
p934c73f5-1f49-4000-8000-74658199-4d2,c0000001-0028-4000-8000-000000000028,m0000001-0010-4000-8000-000000000010,2024-04-27,34.94,52.28,43.61,924,AGMARKNET,2024-04-27 00:00:00
p4fc1e2ce-74cb-4000-8000-2822749c-09e,c0000001-0029-4000-8000-000000000029,m0000001-0012-4000-8000-000000000012,2024-04-27,56.1,76.9,66.5,3512,AGMARKNET,2024-04-27 00:00:00
pb76df4ef-03a7-4000-8000-f783b14f-739,c0000001-0031-4000-8000-000000000031,m0000001-0003-4000-8000-000000000003,2024-04-27,67.83,88.31,78.07,3066,AGMARKNET,2024-04-27 00:00:00
p922f6cc9-b07e-4000-8000-6a04b3c1-96c,c0000001-0001-4000-8000-000000000001,m0000001-0014-4000-8000-000000000014,2024-04-28,52.0,68.84,60.42,2698,AGMARKNET,2024-04-28 00:00:00
p2165b7b6-eaf5-4000-8000-8857f799-070,c0000001-0001-4000-8000-000000000001,m0000001-0015-4000-8000-000000000015,2024-04-28,22.28,27.76,25.02,4140,AGMARKNET,2024-04-28 00:00:00
pc4799dcc-b15f-4000-8000-e555978e-dd7,c0000001-0007-4000-8000-000000000007,m0000001-0019-4000-8000-000000000019,2024-04-28,22.73,28.55,25.64,733,AGMARKNET,2024-04-28 00:00:00
p1f8f8e4b-71ef-4000-8000-fe4df627-ab9,c0000001-0010-4000-8000-000000000010,m0000001-0024-4000-8000-000000000024,2024-04-28,39.92,57.88,48.9,2297,AGMARKNET,2024-04-28 00:00:00
p30bd6205-0583-4000-8000-a9f89144-96f,c0000001-0017-4000-8000-000000000017,m0000001-0008-4000-8000-000000000008,2024-04-28,91.63,128.55,110.09,1164,AGMARKNET,2024-04-28 00:00:00
